householdid,settlement,kkcode,primaryinterviewer,secondaryinterviewer,fieldcoordinator,yearmonitoring,interviewdate,interviewstart,interviewend,interviewlength,surveyversionnumber,usualfish,householdsize,yearsresident,primarymarketname,secondarymarketname,timemarket,timesecondarymarket,paternalethnicity,maternalethnicity,religion,primarylivelihood,primarylivelihoodyear,secondarylivelihood,secondarylivelihoodyear,tertiarylivelihood,tertiarylivelihoodyear,freqfishtime,freqsalefish,percentincomefish,freqeatfish,percentproteinfish,majorfishtechnique,primaryfishtechnique,secondaryfishtechnique,tertiaryfishtechnique,lessproductivedaysfishing,poorcatch,poorcatchunits,poorcatchunitscategory,poorfishincome,poorfishincomeunits,moreproductivedaysfishing,goodcatch,goodcatchunits,goodcatchunitscategory,goodfishincome,goodfishincomeunits,economicstatustrend,economicstatusreasonl,economicstatusreason,economicadjustreasonl,economicadjustreason,assetcar,assetcarobtain,assetcaryear,assetcarassistance,assetcarassistanceother,assettruck,assettruckobtain,assettruckyear,assettruckassistance,assettruckassistanceother,assetcartruck,assetbicycle,assetbicycleobtain,assetbicycleyear,assetbicycleassistance,assetbicycleassistanceother,assetmotorcycle,assetmotorcycleobtain,assetmotorcycleyear,assetmotorcycleassistance,assetmotorcycleassistanceother,assetboatnomotor,assetboatnomotorobtain,assetboatnomotoryear,assetboatnomotorassistance,assetboatnomotorassistanceother,assetboatoutboard,assetboatoutboardobtain,assetboatoutboardyear,assetboatoutboardassistance,assetboatoutboardassistanceother,assetboatinboard,assetboatinboardobtain,assetboatinboardyear,assetboatinboardassistance,assetboatinboardassistanceother,assetlandlinephone,assetlandlinephoneobtain,assetlandlinephoneyear,assetlandlinephoneassistance,assetlandlinephoneassistanceother,assetcellphone,assetcellphoneobtain,assetcellphoneyear,assetcellphoneassistance,assetcellphoneassistanceother,assetphonecombined,assettv,assettvobtain,assettvyear,assettvassistance,assettvassistanceother,assetradio,assetradioobtain,assetradioyear,assetradioassistance,assetradioassistanceother,assetstereo,assetstereoobtain,assetstereoyear,assetstereoassistance,assetstereoassistanceother,assetcd,assetcdobtain,assetcdyear,assetcdassistance,assetcdassistanceother,assetdvd,assetdvdobtain,assetdvdyear,assetdvdassistance,assetdvdassistanceother,assetentertain,assetsatellite,assetsatelliteobtain,assetsatelliteyear,assetsatelliteassistance,assetsatelliteassistanceother,assetgenerator,assetgeneratorobtain,assetgeneratoryear,assetgeneratorassistance,assetgeneratorassistanceother,cookingfuel,householddeath,householdbirth,fsnotenough,fsdidnotlast,fsbalanceddiet,fsadultskip,fsfreqadultskip,fseatless,fshungry,fschildportion,fslowcostfood,fschildskip,fsfreqchildskip,fsnomealchild,rightsaccess,rightsharvest,rightsmanage,rightsexclude,rightstransfer,socialconflict,marinegroup,numbermarinegroup,othergroup,numberothergroup,votedistrict,votenational,numlocalthreat,numglobalthreat,numlocalaction,numglobalaction,placehappy,placefavourite,placemiss,placebest,placefishhere,placebemyself,primarylivelihoodcovid,secondarylivelihoodcovid,tertiarylivelihoodcovid,freqfishtimecovid,freqsalefishcovid,percentincomefishcovid,freqeatfishcovid,percentproteinfishcovid,majorfishtechniquecovid,poorfishincomecovid,goodfishincomecovid,fsnotenoughcovid,fsdidnotlastcovid,fsbalanceddietcovid,fseatlesscovid,fshungrycovid,fschildportioncovid,fslowcostfoodcovid,fsfreqchildskipcovid,fsnomealchildcovid,marinegroupcovid,othergroupcovid,anyotherinfo,willingparticipant,notes,dataentrycomplete,datacheckcomplete,dataentryid,datacheckid,worstdaycatch,worstdaycatchunits,bestdaycatch,bestdaycatchunits,averageincome,averageincomeunits,worstincome,worstincomeunits,bestincome,bestincomeunits,entrycomputeridentifier,entryhouseholdid,pilotreferencecode,baseline_t2_pairs
11452,266,46,112,119,120,2019,9/16/2019,10:03,10:10,0:07,8,TIDAK MELAUT,,80,PASAR USUKU,PASAR MALAM,0.167,0.167,BUTON,BUTON,2,998,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,2,"TIDAK ADA PENGHASILAN, HIDUP DI TANGGUNG OLEH ANAK",,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,1,2,2,0,998,0,0,0,1,0,998,3,1,0,0,0,0,997,0,,0,,1,1,0,0,0,0,4,4,4,4,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,236,,
11453,266,60,115,117,120,2019,9/16/2019,15:05,15:13,0:08,8,BUKAN NELAYAN,,36,PASAR USUKU,PASAR MALAM,0.083,0.083,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,PENGHASILAN TETAP,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,3,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,4,993,993,993,993,4,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,2,0,998,3,0,0,0,0,0,3,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,227,,
11454,266,84,112,119,120,2019,9/16/2019,16:20,16:30,0:10,8,TIDAK MELAUT,,15,OSUKU,998,0.05,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,MATA PENCAHARIAN AGAK SULIT,,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,3,0,998,3,0,0,0,0,0,997,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,233,,
11455,266,87,112,119,120,2019,9/16/2019,15:28,15:41,0:13,8,PASI,,38,PASAR OSUKU,998,0.05,998,BUTON,BUTON,2,3,993,998,993,998,993,4,5,4,5,4,1,1,998,998,50,1,ember,2,150000,IDR,250,2,ember,2,350000,IDR,3,KARNA KURANG PERGI MELAUT,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,1,3,3,3,0,998,0,0,0,3,0,998,3,1,1,0,0,0,3,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,230,,
11456,266,96,119,112,120,2019,9/16/2019,12:30,12:41,0:11,8,TIDAK ADA,,14,PASAR USUKU,998,0.083,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,TERGANTUNG DENGAN HARGA BARANG,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,3,0,998,0,0,0,3,0,998,3,997,997,997,997,997,997,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,112,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,229,,
11457,266,99,119,112,120,2019,9/16/2019,16:10,16:17,0:07,8,TIDAK ADA,,4,OSUKU,998,0.05,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,PENDAPATAN CUKUP BUAT MAKAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,3,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,5,993,993,993,993,5,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,3,0,998,3,0,0,0,0,0,997,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,112,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,232,,
11458,266,123,112,119,120,2019,9/16/2019,11:40,12:01,0:21,8,KARANG TOMIA,,67,SENTRAL OSUKU,998,0.05,998,BUTON,BUTON,2,3,993,998,993,998,993,4,5,3,5,4,1,1,998,998,24,1,ember,2,100000,IDR,246,6,ekor,4,500000,IDR,3,KARNA BISA MENCUKUPI KEBUTUHAN KELUARGA,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,3,0,998,0,0,0,3,0,998,3,1,1,0,0,0,3,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,228,,
11459,266,150,119,112,120,2019,9/16/2019,10:07,10:17,0:10,8,TIDAK ADA,,54,SENTRA OSUKU,998,0.05,998,BUTON,BUTON,2,7,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,SUDAH BANYAK TANGGUNGAN ANAK ANAK YANG KULIAH,,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,4,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,5,993,993,993,993,5,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,3,0,998,3,0,0,0,0,0,997,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,112,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,224,,
11460,266,163,115,117,120,2019,9/16/2019,11:21,11:32,0:11,8,BUKAN NELAYAN,,45,PASAR USUKU,998,0.083,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,"KARENA PENGHASILAN TETAP, DAN TIDAK ADA YG MANAJEMEN UANG KARENA SUDAH BERCERAI",,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,3,3,3,0,998,0,0,0,3,0,998,3,0,0,0,0,0,3,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,219,,
11461,266,171,119,112,120,2019,9/16/2019,10:28,10:43,0:15,8,KARANG LENTEA,,50,SENTRAL OSUKU,998,0.05,998,BUTON,BUTON,2,3,993,998,993,998,993,4,5,4,5,4,2,10,998,998,20,1,996,996,500000,IDR,250,2,996,996,750000,IDR,3,PENDAPATAN MELAUT HANYA CUKUP BUAT KEBUTUHAN SEHARI HARI,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,3,0,998,3,1,1,0,0,0,3,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,112,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,225,,
11462,266,173,115,117,120,2019,9/20/2019,13:06,13:16,0:10,8,TIDAK MELAUT,,48,PASAR SORE RUKUWA,998,0.083,998,CIA-CIA,CIA-CIA,2,1,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,PENGHASILAN TETAP,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,1,993,993,993,993,0,993,993,993,993,3,0,0,2,3,1,0,998,0,0,0,2,0,998,3,1,0,0,0,0,3,0,,0,,1,1,0,0,0,0,4,4,4,4,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,338,,
11463,266,178,119,112,120,2019,9/16/2019,10:55,11:06,0:11,8,TIDAK,,40,SENTRAL OSUKU,998,0.05,998,BUTON,BUTON,2,7,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,SUDAH ADA PEKERJAAN,,993,993,1,993,993,993,993,0,993,993,993,993,1,0,993,993,993,993,4,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,3,0,998,3,0,0,0,0,0,997,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,112,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,226,,
11464,266,199,112,119,120,2019,9/16/2019,9:17,9:52,0:35,8,KARANG LENTEA,,54,SENTRAL USUKU,998,0.05,998,BUTON,BUTON,2,3,993,998,993,998,993,4,5,4,5,4,5,3,998,998,16,1,ekor,4,150000,IDR,250,6,ekor,4,600000,IDR,2,KARNA CUACA LAUT SANGAT BURUK,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,3,0,998,3,1,1,0,0,0,3,0,,0,,1,1,2,0,1,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,KURANGNYA SOSIALISASI PEMERINTAH KEPADA MASYARAKAT NELAYAN TERKAIT DENGAN PENGGUNAAN BOM DAN BIUS,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,222,,
11465,266,241,115,117,120,2019,9/16/2019,13:52,14:05,0:13,8,PASI,,30,PASAR USUKU,998,0.083,998,BUTON,BUTON,2,3,993,998,993,998,993,5,5,4,5,4,1,1,998,998,12,1,ember,2,150000,IDR,96,2,ember,2,200000,IDR,2,KARENA PENGHASILAN KURANG,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,1,1,2,0,998,0,0,0,1,0,998,3,1,1,0,0,0,3,0,,0,,1,1,2,1,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,220,,
11466,266,246,115,117,120,2019,9/16/2019,14:11,14:23,0:12,8,BUKAN NELAYAN,,56,PASAR USUKU,PASAR MALAM,0.083,0.083,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,2,PENGHASILAN BERKURANG,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,4,993,993,993,993,4,995,993,993,993,993,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,0,993,993,993,993,1,993,993,993,993,2,0,0,3,3,1,0,998,0,0,0,2,0,998,3,1,0,0,0,0,4,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,221,,
11467,266,384,112,119,120,2019,9/16/2019,9:25,9:45,0:20,8,PERAIRAN LENTEA,,70,PASAR USUKU,PASAR MALAM,0.083,0.083,BUTON,BUTON,2,3,993,998,993,998,993,4,4,2,5,3,2,7,3,998,0,0,tali,1,0,IDR,120,10,ekor,4,300000,IDR,3,KARENA JARANG PERGI MELAUT,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,2,993,993,993,993,1,993,993,993,993,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,1,993,993,993,993,2,993,993,993,993,1,993,993,993,993,1,993,993,993,993,5,0,993,993,993,993,0,993,993,993,993,2,0,0,3,3,1,0,998,0,0,0,1,0,998,3,1,0,0,0,0,997,0,,0,,1,1,2,0,1,0,4,4,4,4,4,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,235,,
11468,266,421,115,117,120,2019,9/16/2019,8:55,9:08,0:13,8,TIDAK MELAUT,,55,PASAR USUKU,PASAR MALAM,0.083,0.083,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,HASIL PENJUALAN KURANG,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,1,2,2,0,998,0,0,0,1,0,998,3,1,0,0,0,0,4,0,,0,,1,1,0,0,0,0,4,4,4,4,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,234,,
11469,267,2,119,112,120,2019,9/18/2019,8:05,8:12,0:07,8,TIDAK ADA,,75,PASAR ONE MAI,998,0.333,998,BUTON,BUTON,2,1,993,998,993,998,993,1,998,994,5,3,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,2,TIDAK ADA LAHAN PEKERJAAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,0,993,993,993,993,3,0,0,2,3,3,0,998,0,0,0,3,0,998,3,997,997,997,997,997,997,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,112,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,265,,
11470,267,32,118,113,90,2019,9/18/2019,7:43,8:04,0:21,8,TIDAK ADA,,52,PASAR USUKI,TIDAK ADA,0.5,998,BUTON,BUTON,2,1,993,998,993,998,993,1,998,994,5,2,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,KARENA PENGHASILANYA KECIL2 LAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,3,3,3,0,998,0,0,0,3,0,998,3,0,0,0,0,0,998,0,,0,,1,1,0,0,0,0,998,998,998,998,998,998,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,0,,TRUE,TRUE,113,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,261,,
11471,267,47,115,117,120,2019,9/18/2019,8:44,9:00,0:16,8,BUKAN NELAYAN,,2,PASAR USUKU,998,0.5,998,BUTON,BUTON,2,996,993,996,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,PENDAPATAN MENINGKAT,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,1,993,993,993,993,1,995,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,1,993,993,993,993,0,993,993,993,993,3,0,0,1,1,2,0,998,0,0,0,1,0,998,3,1,0,0,0,0,3,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,262,,
11472,267,48,119,112,120,2019,9/18/2019,8:46,8:54,0:08,8,TIDAK,,24,WAITII,998,0.5,998,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,3,PEMASUKAN SAMA DENGAN PENGELUARAN,,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,3,993,993,993,993,3,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,2,0,0,3,3,3,0,998,0,0,0,3,0,998,3,997,997,0,0,0,997,0,,0,,1,1,0,0,0,0,997,997,997,997,997,997,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,112,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,267,,
11473,267,61,115,119,120,2019,9/18/2019,9:10,9:30,0:20,8,TIDAK MELAUT,,13,PASAR USUKU,PASAR SORE WAITII,1,0.25,BUTON,BUTON,2,996,993,998,993,998,993,1,998,994,5,4,994,994,994,994,994,994,994,994,994,IDR,994,994,994,994,994,IDR,4,KARENA PENGHASILAN SEDIKIT BERTAMBAH,,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,993,993,993,993,2,995,993,993,993,993,0,993,993,993,993,2,993,993,993,993,0,993,993,993,993,0,993,993,993,993,2,1,993,993,993,993,0,993,993,993,993,3,0,0,3,3,2,0,998,0,0,0,2,0,998,3,1,0,0,0,0,997,0,,0,,1,1,2,1,0,0,4,4,4,4,3,3,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,119,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,264,,
11474,267,63,115,117,120,2019,9/18/2019,8:09,8:32,0:23,8,PERAIRAN LA TENDE,,30,PASAR ONEMAI,998,0.5,998,BUTON,BUTON,2,3,993,998,993,998,993,5,5,4,5,4,2,7,1,998,16,1,996,996,200000,IDR,250,3,996,996,600000,IDR,2,"KARENA KESEHATAN TERGANGGU, SEHINGGA KURANG MELAUT",,993,993,0,993,993,993,993,0,993,993,993,993,0,0,993,993,993,993,1,993,993,993,993,1,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,4,993,993,993,993,4,995,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,993,993,993,993,0,1,993,993,993,993,0,993,993,993,993,3,0,0,1,1,2,0,998,0,0,0,2,0,998,3,1,1,0,0,0,3,0,,0,,1,1,0,0,0,0,4,4,4,4,4,4,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,TIDAK ADA,1,,TRUE,TRUE,117,,,,,,,,,,,,WAKATOBI_2019_post-QAQC_2020_0313,263,,
